X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-77.0060288186116,38.9064547898667,3275,{F5F99971-A3FF-48A8-B3FE-FE514ACFC70E},3275,Poor visibility,2015/07/17 18:38:22+00,Unassigned,488,Need more signage to alert drivers on Patterson St about pedestrians on 1st St.,Pedestrian
-77.0394828630639,38.8920846280362,3276,{1F2BD03A-BBE6-46C0-B0A3-2F50077418CB},3276,Failure to stop for pedestrians,2015/07/17 19:37:54+00,Unassigned,7231,Cars turning right and pedestrians/bicyclists crossing have issues with yielding when going to/from constitution from/to 17th.,Biker
-77.0495575199444,38.9031551041406,3277,{9BD233E2-D34F-43C3-8BD4-EB0675460A4B},3277,Failure to stop for pedestrians,2015/07/17 19:47:05+00,Unassigned,6253,"The cars here don't stop for the light, don't respect pedestrians. In addition this light is too short.",Pedestrian
-77.0442215240862,38.9097904206711,3278,{3CB8EFFC-3B20-451C-A41B-7D9CF6837B8C},3278,Other Walking Issue,2015/07/17 19:52:30+00,Unassigned,5743,I didn't know how to describe this because it's a little of everything. you cross to an island and then have to stop in the middle of the island to continue crossing. Sometimes there are a lot of pedestrians stuck there. And then red light running.,Pedestrian
-77.0319608977108,38.8944371630783,3279,{CC14A4CB-40F7-4A88-A3EF-F4EDA7E15691},3279,Long wait to cross,2015/07/17 19:54:33+00,Unassigned,14102,"The light here at the exit to the Commerce dept often does not change to green for vehicles exiting the garage.  The 14th st light will turn yellow and then immediately green again.  With the side walk also blocked, turn left/north dangerous for bike",Biker
-77.0524379638845,38.9247819505307,3280,{EA0FAA75-E320-41E3-BBFB-7BD56040548B},3280,Other Walking Issue,2015/07/17 19:54:45+00,Unassigned,8797,DC has a lot of islands where pedestrians are stranded at sea because they cross one lane or st and then get stuck on the island waiting to cross the other because of lousy light timing.,Pedestrian
-77.0364901645653,38.9227400323997,3281,{38A2A8FD-2665-4DEA-A03B-DD1C7BF93638},3281,Failure to stop for pedestrians,2015/07/17 17:53:48+00,Unassigned,6363,Always look twice before crossing this street!,Pedestrian
-77.0090655416809,38.9002156700642,3282,{D52A66D4-BF10-4C51-B34B-F0488371352D},3282,Poor visibility,2015/07/17 18:07:18+00,Unassigned,3950,Cars turn very quickly and frequently are not looking out for bicyclists/pedestrians.,Biker
-77.009066560046,38.90252231053,3283,{560DB509-42B6-4D69-814F-9597991F72B1},3283,Poor visibility,2015/07/17 18:08:42+00,Unassigned,4421,Left turning cars rarely look for pedestrians/bicyclists.,Biker
-77.0456859613856,38.9072502571921,3284,{A3EA8DDA-8E06-482C-BA43-883B256077D3},3284,Red light running,2015/07/17 18:36:19+00,Unassigned,11781,,Pedestrian
-76.9902390964691,38.8890792795251,3285,{9F2120EB-48D0-41C2-84AC-A92F9F71BE34},3285,Stop sign running,2015/07/17 19:20:11+00,Unassigned,9609,"Cars routinely roll this stop sign, looking left for cars, but neither direction for pedestrians. Dangerous!",Pedestrian
-77.0394823338704,38.8899142078648,3286,{A2F739F2-7446-4A72-983F-EBBA20E0D321},3286,Other Biking Issue,2015/07/17 19:40:10+00,Unassigned,7231,It's very uncomfortable to bike on 17th to Independence and across the Memorial Bridge. The alternative is usually crowded pedestrian areas on the national mall. Speed and no dedicated space make it uncomfortable/unsafe.,Biker
-77.0601898656958,38.8921762897239,3287,{D19EB051-6DAA-4543-AD96-A27184156B9D},3287,Other Biking Issue,2015/07/17 19:41:38+00,Unassigned,2381,The sidewalk/trail on this bridge is way too narrow. Constant fear of falling into roadway or colliding with a pedestrian/biker passing.,Biker
-77.050115136297,38.9037448514306,3288,{63EE475A-7C15-4646-84DC-B017DA350CD3},3288,Failure to stop for pedestrians,2015/07/17 19:48:31+00,Unassigned,380,"Cars turning east on L Street from 23rd will run you over if you;re crossing L Street.",Pedestrian
-76.9295907635185,38.8997141454828,3289,{1C9B9253-6DCA-4E84-9AE0-54951DB49365},3289,Poor visibility,2015/07/17 19:54:02+00,Unassigned,6795,Need to be a 4-way stop. Cannot see cross traffic when cars are parked along Hayes,Car Driver
-76.9285025759695,38.900794488103,3290,{69E024EC-CCC1-4D42-9607-D0346E3AFC6A},3290,Other Driving Issue,2015/07/17 19:55:30+00,Unassigned,11930,Cars come up the wrong way often to access the alley off 50th pl,Car Driver
-77.0290803670076,38.9237719076267,3291,{1B5C84B1-6559-49E7-B680-247C0C794BCB},3291,Other Walking Issue,2015/07/17 20:03:35+00,Unassigned,11641,"This alley between Euclid and Fairmont is used routinely by commuters and others as a way to avoid lights on 13th and as a way to circle for parking.  Cars speeding through alley endanger alley residents, peds and normal traffic on Euclid and Fairmon",Pedestrian
-77.0090508987973,38.9126082140556,3292,{B1C64953-2028-44CC-93C7-7E07D3301E86},3292,Red light running,2015/07/17 20:04:58+00,Unassigned,1884,"Cars driving straight on North Capitol frequently run the Red light here. 
Cars block the intersection very frequently when the light changes and prevent bikes and cars to cross North Capitol on R st.",Biker
-77.0280400327013,38.9237624437148,3293,{0CF8E41D-4FB3-4E4D-ACA4-D321C349DCC8},3293,Speeding,2015/07/17 20:10:17+00,Unassigned,3921,"This intersection needs a four way stop.  Traffic on Euclid, especially east bound is way too fast.  A stop would create traffic calming and allow easier crosses for residents and Cardozo students.",Pedestrian
-76.9926480225708,38.8963847798795,3294,{F356D01C-CDB9-49FD-8D87-6F18579D8A18},3294,Long distance to cross,2015/07/17 20:15:02+00,Unassigned,10703,Please install the traffic signal ASAP,Pedestrian
-76.9961701296077,38.8947954724068,3295,{C7A3D536-054A-4B37-AFFC-603C0EDAECFB},3295,Poor visibility,2015/07/17 20:16:16+00,Unassigned,12532,"Despite the bollards, cars still speed through the dogleg from Maryland onto EB D St.",Pedestrian
-77.0198477175589,38.9774712047224,3296,{BD66EB92-DD35-483A-AD32-03EC58F49924},3296,Other Driving Issue,2015/07/17 21:32:00+00,Unassigned,2002,"There are no road markings on this stretch of Piney Branch, and people frequently speed past one another to get to the left turn lane at Blair Rd NW. People also often assume this road is a two lane street.",Car Driver
-77.0319541327114,38.9185789976111,3297,{B912EE41-40AE-4C67-94DF-1FD40B99B675},3297,Other Biking Issue,2015/07/17 19:56:55+00,Unassigned,11676,Martha's table day care drop off and donation unloading constantly blocks bike lane.  Day care in particular needs dedicate drop off lane that does not force bikers into traffic.,Biker
-77.0585116963897,38.9355739637911,3298,{857E0D47-9FD4-450F-98B6-3C5C12E2BA74},3298,Long distance to cross,2015/07/17 19:57:29+00,Unassigned,3262,"The light doesn't last long enough to safely cross Connecticut on either side, especially south side.",Pedestrian
-77.0318550812124,38.9208823767754,3299,{BD16F1DE-92F0-4B6B-ACEA-BA904EF18683},3299,Speeding,2015/07/17 19:58:09+00,Unassigned,5942,Traffic going up this hill is generally too fast.  Without a bike lane bikers are in grave danger b/c hill slows us down.  Need both a bike lane and better speed enforcement.,Biker
-77.0467420962687,38.9167746133323,3300,{1D03F50B-80E4-4311-B5DA-36FAF03ECCAB},3300,Not enough time to cross,2015/07/17 19:58:58+00,Unassigned,2894,You can't get entirely across Connecticut and end up in the median with cars whizzing by.,Pedestrian
-77.005490761409,38.8960902561328,3301,{FEFA08D3-013C-43FA-B1A2-8316E44E43C2},3301,Other Biking Issue,2015/07/17 20:05:45+00,Unassigned,4618,Cars turn very fast into Union Station from Mass Ave and they don't yield to cyclists.,Biker
-77.0277165313266,38.9286931261565,3302,{5B1E74EC-F7D8-441E-BECD-5DD257412457},3302,Speeding,2015/07/17 20:13:09+00,Unassigned,612,Speedign on Irving is the norm during AM and PM rush.  This street should not be a two lane one-way east.  It is in a residential neighborhood with a school on the block.  It is not a highway for commuters.  Make Irving and Columbia two way streets.,Pedestrian
-76.9937527740738,38.8960619104441,3303,{1641D5A7-F624-429D-8D74-F9A166479C03},3303,Poor visibility,2015/07/17 20:14:14+00,Unassigned,59,"There is no crosswalk striping on east side of Maryland Ave, although there is a crosswalk light.",Pedestrian
-77.027504057437,38.9286785279379,3304,{A2AC9118-2EE5-4658-ABEF-FE149AF489E8},3304,Failure to stop for pedestrians,2015/07/17 20:14:57+00,Unassigned,4118,Traffic turnign right on to 11th rarely stops for the red light.  Cars generally feel free to role right through on to 11th.  This endangers pedestrians and particularly children going to school.  This intersection needs a no right on red.,Pedestrian
-76.9667009315098,38.9379337609502,3305,{1455B3B3-9FEE-486F-9FFE-6C4BEEBAC385},3305,Speeding,2015/07/17 20:41:30+00,Unassigned,4136,"This intersection is dangerous not just for pedestrians, but motorists as well.  There are vehicles coming from five different directions and there are frequent accidents. Need a stop sign or light.",Pedestrian
-77.020496686602,38.9764736134691,3306,{B5279D81-A672-4267-AED3-4BB7F55BAE9D},3306,Other Driving Issue,2015/07/17 21:33:46+00,Unassigned,6180,"The light to make a left turn from Piney Branch onto Blair is extremely short, only allowing for one or two vehicles to make the turn before the light changes. As a result, many people run the light. Having a longer left turn light would be safer.",Car Driver
-77.0198831111505,38.9757980688465,3307,{D83FC159-CFC5-4B85-B1B9-BCE51B8EBAE9},3307,Stop sign running,2015/07/17 21:36:55+00,Unassigned,578,People using Dahlia as a shortcut to Blair often run the stop sign. Please put some sort of traffic calming here so that people slow down as they approach this intersection.,Car Driver
-77.0157061283152,38.97234534686,3308,{CF95A79D-10E3-4566-BCF8-FAFDE6E6A72C},3308,Poor visibility,2015/07/17 21:42:29+00,Unassigned,1329,It is extremely difficult to see on coming traffic as you approach Apsen St from Sandy Spring Rd. Please place a stop sign on Aspen to make this road safer.,Car Driver
-77.0279704945515,38.961757232778,3309,{D9B44C73-4DA1-4165-95CB-4458C1437B10},3309,Other Driving Issue,2015/07/17 21:47:00+00,Unassigned,15302,"The northbound lanes on GA ave at the Walmart are confusing to drivers, some of whom often use the curb lane as a third driving lane or right turn lane. Please clarify the road markings here.",Car Driver
-77.0327279789556,38.9432826068075,3310,{B945EDDC-3097-4E98-BD58-579234F75CCC},3310,Other Driving Issue,2015/07/17 21:55:10+00,Unassigned,10876,Drivers turning left onto 14th Street block traffic heading straight on Arkansas. Please provide a dedicated turn lane or a left turn arrow at the light.,Car Driver
-77.0090093988488,38.9510519195756,3311,{73137BAE-1F9F-462D-8A9E-3E0BBB8C2D1B},3311,Other Walking Issue,2015/07/18 00:38:33+00,Unassigned,4931,Driver's turning left from N. Capital onto Farragut are so eager to take advantage of breaks in traffic that they almost never notice whether there are pedestrians in the crosswalk.,Pedestrian
-77.0257038381545,38.9344509753036,3312,{14B1001A-228D-449F-B41A-DAB149BDB9D2},3312,Other Biking Issue,2015/07/18 00:49:42+00,Unassigned,2815,"New Hampshire Ave from Sherman northwards is extremely hazardous for bikers, with cars moving at a high rate of speed much too close for comfort. For cyclists coming from Sherman, which is marked with sharrows, there are few alternative routes north.",Biker
-77.0198955007504,38.9749499787153,3313,{A513B6C6-A02F-4613-B973-72A666756653},3313,Red light running,2015/07/17 21:38:26+00,Unassigned,578,"People often run this red light, possibly because they are using 5th street as a shortcut to Blair Road. Please add some traffic calming to this section of 5th Street.",Car Driver
-77.0279543956033,38.9619579738949,3314,{725F734B-F437-4562-94AC-1F1E69D3722D},3314,Jaywalking,2015/07/17 21:45:45+00,Unassigned,15302,"Possibly due to the Walmart, people cross in the middle of this stretch of road all the time, which creates an unsafe environment for Pedestrians, Bike Riders, and Drivers.",Biker
-77.0266785627939,38.9841153125596,3315,{5D46FFB0-4738-40D3-8CBB-69683B13269A},3315,Other Driving Issue,2015/07/17 21:50:41+00,Unassigned,5962,"During rush hour, the left turn arrow for Eastern Ave often creates heavy southbound traffic. Please make the left turn light longer, or provide a dedicated left turn lane from GA Ave onto Eastern Ave.",Car Driver
-77.0724562972411,38.9344366474244,3316,{7DADA5A2-2A41-445D-B8C9-B5FBFEB90731},3316,Other Biking Issue,2015/07/17 22:53:02+00,Unassigned,9929,The pavement in the southbound Wisconsin Ave. right lane between Newark and Macomb is in very poor condition and dangerous for cyclists.,Biker
-77.0088535255128,38.9503298083427,3317,{605B366C-0007-4A2B-8E75-AA209F523F18},3317,Other Biking Issue,2015/07/18 00:41:53+00,Unassigned,5365,There is a wire coming from an electric pole that crosses the sidewalk on the west side of North Capital at neck level. This is on my children's bike ride to school. The first time my daughter rode this way she was nearly decapitated.,Biker
-77.0087056235032,38.9507229270746,3318,{FB1ABA9F-CD34-438F-8FAD-8356CD9CF75B},3318,Speeding,2015/07/18 00:42:49+00,Unassigned,1837,Cars enter Rock Creek Church Road from North Capital much too fast.,Pedestrian
-77.0159425800974,38.9532591675299,3319,{401BBEBC-6BCE-477C-8C61-B29DE0923D5D},3319,Other Biking Issue,2015/07/18 00:44:32+00,Unassigned,10759,"Road conditions (cracks, potholes, rubble) make biking long stretches of 3rd and 5th profoundly hazardous. This intersection is particularly bad.",Biker
-77.022006288791,38.9394189214577,3320,{DF924811-F1D4-40C8-ADCB-FD02174B09FD},3320,Other Biking Issue,2015/07/18 00:46:39+00,Unassigned,6281,New Hampshire Avenue needs a protected bike lane.,Biker
-77.009534001088,38.9432086647556,3321,{20DB7951-421B-42FB-BEBC-87E552726D95},3321,Other Walking Issue,2015/07/18 00:50:56+00,Unassigned,14359,Sidewalks in abysmal condition.,Pedestrian
-77.0075116131059,38.9445163434684,3322,{BEC8D010-B879-428C-88DF-B5596D83607B},3322,Other Walking Issue,2015/07/18 00:52:34+00,Unassigned,460,"Ludicrously narrow sidewalks on one side, no sidewalks on the other side, crazy fast street in between. Near a school.",Pedestrian
-77.0191338656202,38.9436758148051,3323,{9940F98D-903B-461E-8137-1065B0974C7B},3323,Other Biking Issue,2015/07/18 00:53:38+00,Unassigned,1535,Drivers fail to yield to cyclists when entering circle.,Biker
-77.0273789762025,38.9399332130801,3324,{0B9841A7-2828-4ECE-A521-38CE49520468},3324,Other Biking Issue,2015/07/18 00:54:19+00,Unassigned,12582,Why are there no bike lanes on this stretch of Kansas Ave?,Biker
-77.008622936379,38.9473859364727,3325,{1B2AE2FD-355B-4F88-8FB1-39259CEBFEFC},3325,Long wait to cross,2015/07/18 00:57:37+00,Unassigned,10148,,Pedestrian
-77.0143841248597,38.9565249135717,3326,{D393607B-9977-4959-838B-197A1651667D},3326,Stop sign running,2015/07/18 00:58:54+00,Unassigned,6328,Cars frequently plow through this crosswalk/stop sign without stopping.,Pedestrian
-77.01411931696,38.9565683539808,3327,{72E0916A-2D13-4359-B7AF-8D7FCB186DCF},3327,Other Walking Issue,2015/07/18 00:59:44+00,Unassigned,6328,Cars turning from Missouri onto Kennedy Street eastbound fail to yield to pedestrians in crosswalk.,Pedestrian
-77.0043818518625,38.9534625524134,3328,{3BFCA4DE-7E8A-4494-8AD4-452FC80C5012},3328,Other Biking Issue,2015/07/18 01:07:32+00,Unassigned,14178,Difficult for bikers to move from multiuse trail to road.,Biker
-77.0090957051438,38.954629762214,3329,{E7405A68-D38E-46B4-939F-1D8CBDC55FB7},3329,Other Walking Issue,2015/07/18 00:56:00+00,Unassigned,1956,Drivers turning right from Missouri onto North Capital frequently come close to hitting pedestrians crossing legally in crosswalk.,Pedestrian
-77.0090543702864,38.9524142967104,3330,{096B3787-14D4-4BBC-BA58-2616B9E0B1FE},3330,Long wait to cross,2015/07/18 00:56:20+00,Unassigned,10824,,Pedestrian
-77.0092803300453,38.9534523128756,3331,{22EB8D30-17FE-42E1-BE4F-B96DE7ADF020},3331,Long wait to cross,2015/07/18 00:57:02+00,Unassigned,8763,,Pedestrian
-77.0143109505722,38.9565370089415,3332,{C4D88177-E0A0-4227-8D3C-D6744376C054},3332,Blocking the crosswalk,2015/07/18 01:04:31+00,Unassigned,6328,,Pedestrian
-77.009177571842,38.9534556585531,3333,{1323170F-D977-46C0-A0DA-DB7390E4D28E},3333,Blocking the crosswalk,2015/07/18 01:05:14+00,Unassigned,8763,,Pedestrian
-77.0476748120642,38.9604498418635,3334,{93DAC9A7-8343-448E-BC3C-BE687B5E819F},3334,Other Biking Issue,2015/07/18 01:10:23+00,Unassigned,4223,There is no safe way to travel east-west across Rock Creek Park by bike.,Biker
-77.0143782925027,38.9699852474565,3335,{12D0BE9E-B6BE-490A-A65C-44493B1597ED},3335,Other Walking Issue,2015/07/18 01:19:11+00,Unassigned,10252,Sidewalk frequently blocked by cars from repair shop.,Pedestrian
-77.0198996207928,38.9587404509965,3336,{406BFA2F-2075-424E-9F90-CD233D975DAD},3336,Failure to stop for pedestrians,2015/07/18 01:20:20+00,Unassigned,11701,,Pedestrian
-77.017875967487,38.9576677471109,3337,{0A47EBFB-75D6-4CF8-99BD-F0DA54889A2C},3337,Failure to stop for pedestrians,2015/07/18 01:21:20+00,Unassigned,9632,Cars on Missouri rarely yield to pedestrians trying to cross at 4th.,Pedestrian
-77.0166802771302,38.9587457308335,3338,{DC674AA3-2254-489A-AE36-9A9C862801DD},3338,Other Walking Issue,2015/07/18 01:23:07+00,Unassigned,5186,There is a tremendous amount of dog feces in this section of fort circle park.,Pedestrian
-77.0168250725351,38.9544044020854,3339,{0391CDBC-D0AC-4A14-BA85-D4E5756FB39D},3339,Poor visibility,2015/07/18 01:25:24+00,Unassigned,1540,Drivers will crossing and turning onto Kansas can't see bike lane.,Biker
-77.0166372493234,38.954410237499,3340,{D0C49D9F-D342-4283-8B24-8F10E71514F2},3340,Other Biking Issue,2015/07/18 01:25:58+00,Unassigned,7584,Huge potholes in bike lane at intersection with poor visibility.,Biker
-77.0183531539081,38.9225169842641,3341,{6A1A5757-4CAB-402F-B4E4-3A4345BCBC16},3341,Other Biking Issue,2015/07/18 01:31:29+00,Unassigned,7759,Bike lane vanishes. Area becomes congested during morning commute and drivers are hostile.,Biker
-77.0328823882126,38.8838104225332,3342,{6CAEF1BB-A774-455F-8C58-3BCBE859E9CC},3342,Long wait to cross,2015/07/18 01:41:22+00,Unassigned,9774,,Biker
-77.0505344589243,38.9021036463407,3343,{084B1FC7-6B8E-4999-B0DC-173BBA8FA647},3343,Other Walking Issue,2015/07/18 01:51:08+00,Unassigned,1716,"Length of lights, driver aggression make getting from one side of Washington Circle to the other long and dangerous.",Pedestrian
-77.0280125073289,38.96126685919,3344,{7999BB54-04D1-41F9-ABD8-E835561C90DB},3344,Failure to stop for pedestrians,2015/07/18 01:56:34+00,Unassigned,10603,It's not clear to drivers turning north onto Georgia that pedestrians have the right of way. I frequently see drivers go through the red light here while pedestrians are in the crosswalk.,Pedestrian
-77.0038349215243,38.9528656926381,3345,{C8B0D5F6-2F75-4776-87F1-68BBCB3A04CA},3345,Other Walking Issue,2015/07/18 01:08:14+00,Unassigned,14178,Narrow sidewalks.,Pedestrian
-77.022570292562,38.9386618837685,3346,{F83E5097-6684-4947-97EA-40A69BC77F81},3346,Speeding,2015/07/18 01:13:17+00,Unassigned,11949,,Biker
-77.0160925484969,38.9719303542063,3347,{DE9CCE5D-0BE7-40FB-8491-9F3109FC922A},3347,Speeding,2015/07/18 01:16:04+00,Unassigned,6021,,Pedestrian
-77.0128229758512,38.9739039358847,3348,{8765A3A6-D0BB-4BE8-A6BD-BCC2930384D9},3348,Failure to stop for pedestrians,2015/07/18 01:17:24+00,Unassigned,6675,Cars frequently block crosswalks and/or fail to stop for pedestrians at this busy intersection.,Pedestrian
-77.0223516701434,38.947749631133,3349,{72A36BF1-568A-4316-A273-B4E671299412},3349,Speeding,2015/07/18 01:27:38+00,Unassigned,585,,Pedestrian
-77.0322859246181,38.9059718334123,3350,{91462A0E-2D62-4D90-A27C-51CB1E2E1340},3350,Other Biking Issue,2015/07/18 01:35:57+00,Unassigned,12993,"Cars will cut across the bikelane at almost every street coming off of Thomas Circle, frequently without signaling.",Biker
-77.0336445580634,38.9010034078791,3351,{C30AAA74-37FA-4649-BCAD-D67C68317D73},3351,Other Biking Issue,2015/07/18 01:37:23+00,Unassigned,13047,Street is narrow and cars frequently buzz bikes,Biker
-77.0336476176098,38.8952503297878,3352,{7D57AF80-0C65-4A70-AB18-A815B9B98E7A},3352,Other Biking Issue,2015/07/18 01:47:26+00,Unassigned,759,I have frequently encountered hostility from drivers trying to turn east onto Pennsylvania Ave from 15th St.,Biker
-77.0334193140007,38.8955123658866,3353,{7076CA44-6F12-401E-9AF8-4460529BB7CD},3353,Failure to stop for pedestrians,2015/07/18 01:48:45+00,Unassigned,1067,"Drivers fail to yield to pedestrians in this crosswalk, particularly during the mornign commute.",Pedestrian
-77.0198974451949,38.9672342362326,3354,{B5CD610F-CE52-4FA3-A336-F4C45A3C4B3A},3354,Failure to stop for pedestrians,2015/07/18 01:48:59+00,Unassigned,11785,Commuters often block the crosswalk here or don't stop fully to allow pedestrians to cross.,Pedestrian
-77.0243613295477,38.959785907733,3355,{07A7E436-D745-4D9E-A934-D900A8ED533D},3355,Speeding,2015/07/18 01:58:04+00,Unassigned,4049,,Pedestrian
-77.0036686936312,38.9444734334707,3356,{E1995F1E-387B-4924-B89F-838C31B31D0A},3356,Long distance to cross,2015/07/18 02:01:59+00,Unassigned,3365,"This can be a difficult intersection, particularly with children.",Pedestrian
-77.0029853116564,38.9407506360516,3357,{8A91ACB5-0A9A-4954-94A2-C79E670D4556},3357,Long wait to cross,2015/07/18 02:02:39+00,Unassigned,1053,,Pedestrian
-76.9949800537813,38.9323723579608,3358,{163787A8-9E48-468E-9926-4DAE68DDF0AB},3358,Other Biking Issue,2015/07/18 02:05:19+00,Unassigned,7049,Light needed to facilitate crossing Monroe St.,Biker
-77.0196925327568,38.9523093097197,3359,{CC7AFBA8-2BD3-4E03-8727-CF8CB0961983},3359,Other Biking Issue,2015/07/18 02:12:06+00,Unassigned,12279,Roadway in dire need of repair. DDOT fails to respond to requests.,Biker
-77.0161689155192,38.959384291054,3360,{B7C99B42-C576-422F-8A9C-B2486232D849},3360,Speeding,2015/07/18 02:15:41+00,Unassigned,1982,,Pedestrian
-76.998976102795,38.9203334691751,3361,{AD02625A-1D3E-42CE-9F41-7A907CD39BEC},3361,Other Biking Issue,2015/07/18 02:07:35+00,Unassigned,6661,Biking along Rhode Island Avenue would be much easier and less threatening with a protected bike lane.,Biker
-77.0124924413504,38.8926308608503,3362,{2F383583-2E2B-45A1-B642-D05F30CD6BC0},3362,Other Biking Issue,2015/07/18 02:10:33+00,Unassigned,1529,"Gap between 1st St cycletrack and Pennsylvania Avenue cycletrack. Narrow roads; frequently busy.",Biker
-77.0242092846649,38.9626796363815,3363,{8DC8C4F9-DD23-4DF6-AA4F-2A2D30FEA6B9},3363,Stop sign running,2015/07/18 02:11:40+00,Unassigned,1516,Drivers cutting to and from Georgia do not stop at this stop sign making dangerous.,Pedestrian
-77.0231424055595,38.9376486663741,3364,{55529F05-A2FA-49D3-8871-1F2F90F9EAF6},3364,Other Driving Issue,2015/07/18 03:01:14+00,Unassigned,9441,Extremely difficult to pull into New Hampshire Ave going south/into Quincy Street going west coming from the east side of Quincy Street. Parked cars make it difficult to see oncoming traffic in either direction on New Hampshire.,Car Driver
-76.9992701208425,38.8855472061389,3365,{B0AFB5ED-2925-42B3-B7AD-39F28BC62968},3365,Other Walking Issue,2015/07/18 03:39:10+00,Unassigned,4672,"This park is a mess.  It is a health hazard and need more attention from the city, the city council, the Mayor's office and the Park Service.  It has a stench, rats, drug debris and trash -",Pedestrian
-77.0297103564446,38.930688251155,3377,{C8F2C53C-C153-4DF2-AEBF-4A65FB3A0D72},3377,Failure to stop for pedestrians,2015/07/18 12:10:08+00,Unassigned,10375,This is a major issue - I risk getting hit every day here,Pedestrian
-77.050131593968,38.9008238518718,3393,{4B1A62C9-73C4-4A54-9E71-2290FAE02BC5},3393,Red light running,2015/07/18 12:17:14+00,Unassigned,6464,,Pedestrian
-77.0755414633643,38.9126834089529,3409,{1E265975-6F55-47B8-A4D9-AD70B99E804C},3409,Red light running,2015/07/18 13:36:15+00,Unassigned,7601,"Cars turn right on red here frequently, ignoring oncoming bike traffic",Biker
-77.0599088120052,38.918925599339,3410,{5E71EF80-4772-41E5-B2A2-B7A4F124A4F1},3410,Other Biking Issue,2015/07/18 13:46:27+00,Unassigned,2730,"Mass Ave needs a bike lane, or better yet, cycle track. It is one of the most obvious safety and traffic reducing options available in the entire city.",Biker
-77.0966214971305,38.9161651438797,3411,{85E65E6D-F545-4EF8-A6DB-084F7C9A2BA3},3411,Speeding,2015/07/18 13:58:32+00,Unassigned,1415,"There are  elderly people who live in these apartments and walk to the CVS and Safeway. During rush hours, this section of Reservoir is like a race track.",Pedestrian
-77.0889205053274,38.9164469095829,3412,{35F1C452-2B05-4C27-974C-449E8528914C},3412,Red light running,2015/07/18 14:05:08+00,Unassigned,12897,Unnecessary red lights cause people to treat them as a stop sign.,Car Driver
-77.0432820245228,38.9111372244862,3413,{67333DA1-B292-48CF-97A9-5B0B3777B618},3413,Other Walking Issue,2015/07/18 14:28:00+00,Unassigned,1973,A poorly patched sidewalk hole near the SE corner of 19th and Q NW is a hazard.,Pedestrian
-77.0282438823002,38.9328870148761,3414,{E723ED8C-46BC-4EC9-935E-ACAE2C2B426C},3414,Other Driving Issue,2015/07/18 14:32:02+00,Unassigned,11934,"Speed bump
Too fast around curb",Car Driver
-77.0906097910796,38.9520339557814,3415,{A465D5CC-721B-434B-87D8-DB061442EBB5},3415,Stop sign running,2015/07/18 15:19:39+00,Unassigned,13096,"46th & Davenport intersection is common site for accidents & near-misses. Poor visibility & ""Stop for Pedestrian"" signs lead to confusion over right-of-way. Should be changed to clearly marked 4-way stop.",Pedestrian
-77.0364793571791,38.9285180443913,3416,{6B61B38A-2E13-4830-8829-EA48E0DAA20D},3416,Long wait to cross,2015/07/18 15:22:06+00,Unassigned,9726,,Pedestrian
-77.032641815444,38.9287994315147,3417,{49DF4DF5-3E22-410C-9576-D2CDF0A45F45},3417,Long wait to cross,2015/07/18 15:22:42+00,Unassigned,5540,,Pedestrian
-77.0327184030556,38.9311926094087,3418,{23EB5578-DD56-4BEB-9CC1-43446CFD5CD0},3418,Double parking,2015/07/18 16:29:26+00,Unassigned,9543,,Biker
-77.0121653314477,38.9096153455302,3419,{28A0F71E-C4CC-4772-897B-3C665AEAAA61},3419,Failure to stop for pedestrians,2015/07/18 19:01:50+00,Unassigned,7219,This intersection has a lot of traffic at the AM rush and a lot of walking school children from multiple near-by schools.  Cars turning right on red nearly hit peds every morning.  The crossing guard suggested that we needed a no right on red sign.,Pedestrian
-76.9772614494785,38.8887518755125,3420,{4EE8FB3A-4AA3-48C2-9086-F66C61073F7C},3420,Failure to stop for pedestrians,2015/07/19 16:31:51+00,Unassigned,6197,"There was a crosswalk at this intersection  but it was removed. Why would the city remove a crosswalk at an intersection? Where are pedestrians supposed to cross, the middle  of the road???",Pedestrian
-76.9900884342964,38.9028897570321,3421,{498B8D81-7263-482F-883A-F3EAD718F8EF},3421,Other Driving Issue,2015/07/19 23:04:06+00,Unassigned,9054,"There should be a line down the last block of Montello Ave. NE to indicate cars turning left onto Florida Ave NE vs those turning right onto Florida Ave NE, going straight onto 12th st NE or a slight right onto K st NE",Car Driver
-77.051178857452,38.9090456951345,3422,{F6F116AC-5E85-485F-A06D-9227C00E90BD},3422,Other Walking Issue,2015/07/20 00:10:14+00,Unassigned,9755,No sidewalk for pedestrians between P St/Rose Park and the trail along Rock Creek Parkway. This is a major access point for pedestrians and runners and it is unsafe.,Pedestrian
-77.0165056756829,38.9047733452444,3423,{59D57471-4723-46AF-A146-523478E29D4F},3423,Other Driving Issue,2015/07/20 00:43:29+00,Unassigned,7453,"Sharp jog for westbound cars on NY is difficult to navigate even going less than speed limit, so cars in left lane drift into the right lane. There's plenty of room to straighten this out - narrow the weirdly wide median or remove 1-2 parking spots.",Car Driver
