objectid,fromdate,geography,latitude,longitude,address,ward_name,nbh_cluster_names,comp_plan_area,total_injuries,total_vehicles,total_bicyclists,total_pedestrians,crash_on_arterial,crash_on_interstate,crash_category,national_park
192955563,2021-01-21,0101000020E6100000F8A150BF994153C0B834BD0403714340,38.882744,-77.025007,395 S/B AT EXIT 4 SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,0,MPD Only,0
192956706,2021-01-11,0101000020E610000044ECA7D4514153C033364AB4F6704340,38.88276,-77.020904,630 E STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192955670,2021-01-16,0101000020E6100000D040ACCAA54153C0C52319B1F5704340,38.872022,-76.989642,INTERSTATE 695 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192955812,2021-01-21,0101000020E610000057D92E7E224153C0A0960E2BF7704340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,3.0,0.0,0.0,0,1,MPD and DCFEMS,0
192955818,2021-01-21,0101000020E610000057D92E7E224153C0A0960E2BF7704340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD and DCFEMS,0
192956002,2021-01-25,0101000020E6100000A36D0CB71F4153C0BD36A3EAF5704340,38.882534,-77.017871,I-395 WEST BOUND EXIT 4,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,1,MPD Only,0
192712862,2021-01-15,0101000020E6100000E295633A294153C0972C6EABF0704340,38.882334,-77.0183,608 4TH PLACE SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,1,MPD Only,0
192956314,2021-01-25,0101000020E6100000C70FFBAF7F4153C04A56BE67F8704340,38.878979,-77.034875,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,1.0,0.0,0.0,0,1,MPD and DCFEMS,0
192713122,2021-01-30,0101000020E610000043D773962B4153C07887BD93F0704340,38.882334,-77.018283,DC 395 NORTH EXIT 6CD,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,1,MPD Only,0
192955823,2021-01-21,0101000020E61000000319C5AD384153C0461ADF71F0704340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,1,MPD and DCFEMS,0
192950615,2021-01-27,0101000020E6100000ECA45B21BB4153C03605C71DEC704340,38.883839,-77.012287,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,3.0,0.0,0.0,0,1,MPD and DCFEMS,0
192950616,2021-01-27,0101000020E6100000B6BF7C6A2D4153C07EAE138EF0704340,38.883839,-77.012287,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,1.0,0.0,0.0,0,1,MPD Only,0
192712112,2021-01-05,0101000020E6100000E6B67AA1CC4053C04E0384A69B714340,38.888768,-77.013139,100 MARYLAND AVENUE SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,1.0,0.0,0.0,1,0,MPD Only,0
192956743,2021-01-04,0101000020E61000006E713AC0A94153C031C526EDE4704340,38.881927,-77.025732,I-395 NORTHBOUND AT MAIN AVE SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,1.0,0.0,0.0,0,0,MPD Only,0
192712667,2021-01-13,0101000020E6100000D5A1D418954053C0F19CF5812D704340,38.876381,-77.009098,SOUTH CAPITOL STREET SW & M STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192712908,2021-01-24,0101000020E6100000354DE618954053C0D8E32ABC31704340,38.87647,-77.009098,SOUTH CAPITOL STREET BN & M STREET SE,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712139,2021-01-05,0101000020E61000004A7D09D3D04053C04F5DB39806714340,38.893355,-77.014032,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192956705,2021-01-12,0101000020E6100000A3C227BBD24053C047616D2103714340,38.8829,-77.01286,I-395 N AT EXIT 6,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192712507,2021-01-08,0101000020E6100000B000A94CE34053C03C5D0E3789714340,38.887138,-77.013517,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,1.0,0.0,0.0,0,1,MPD Only,0
192712905,2021-01-24,0101000020E610000038E5948ADD4053C0CFB32ECCF6704340,38.882363,-77.013373,INTERSTATE 395 NORTHBOUND TO EXIT 1A,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192956018,2021-01-26,0101000020E6100000D5CD1BE2F84053C0C6B3854C4A714340,38.884377,-77.013675,441 2ND STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,1.0,0.0,0.0,0,0,MPD Only,0
192712483,2021-01-06,0101000020E6100000B82B466DBB4053C07A8B718FEB704340,38.88213,-77.011465,500 BLOCK 695 SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,1,MPD Only,0
192956084,2021-01-20,0101000020E6100000A64FCA78D64053C01A8E333C76714340,38.883839,-77.012287,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192956130,2021-01-21,0101000020E6100000FC06B2E1D74053C0296FB5A762714340,38.892039,-77.014238,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192956146,2021-01-25,0101000020E61000005EEFD37EDE4053C00763BDF5F5704340,38.882363,-77.013492,I-695 W/B AT I-395 S/B SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,3.0,0.0,0.0,0,1,MPD Only,0
192712590,2021-01-08,0101000020E61000008363884BAE4053C038AEFDBEE4704340,38.881798,-77.010716,SOUTH CAPITOL STREET SE NORTHBOUND AT I-695,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,1,MPD Only,0
192712592,2021-01-09,0101000020E610000037D87773944053C0D96B327B8F704340,38.877985,-77.0084,1000 SOUTH CAPITOL STREET SE,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712702,2021-01-12,0101000020E610000074B6D772944053C0C6617EAF8C704340,38.879287,-77.009732,10 I STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712710,2021-01-14,0101000020E6100000B14FC58AAE4053C0AD369CAD8C704340,38.879286,-77.010651,HALF STREET SW & I STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,1.0,1,0,MPD and DCFEMS,0
192955667,2021-01-16,0101000020E610000081730073944053C08079D08D8D704340,38.879288,-77.009155,SOUTH CAPITOL STREET SE & I STREET SE,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956853,2021-01-15,0101000020E610000093CFD8AED54053C0139EAF7EF1704340,38.882362,-77.01304,I-695 E/B,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,1.0,0.0,0.0,0,1,MPD Only,0
192955697,2021-01-16,0101000020E610000048233600A34053C0AFB78CB08C704340,38.879287,-77.009732,10 I STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192712593,2021-01-09,0101000020E6100000C4BD9DB91F4153C0D1C9A933CE704340,38.881285,-77.017559,4TH STREET SW & G STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,1.0,0.0,0.0,1,0,MPD and DCFEMS,0
192955704,2021-01-17,0101000020E610000074B6D772944053C0C6617EAF8C704340,38.879287,-77.009732,10 I STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192950831,2021-01-27,0101000020E61000005A8BF5BE064153C0552039E2F6704340,38.883839,-77.012287,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192712713,2021-01-13,0101000020E61000002979FD38164153C0F9753D2FF7704340,38.883614,-77.017555,395 E STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192713239,2021-01-31,0101000020E6100000F1468AF1F84053C040FCD0FFCA704340,38.881279,-77.015192,G STREET SW & 3RD STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,0,MPD Only,0
192955544,2021-01-21,0101000020E61000001683B5E5084153C0146DDDF1F6704340,38.88324,-77.016389,300 E STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD and DCFEMS,0
192956182,2021-01-12,0101000020E6100000BDD110C3174153C076821232F7704340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192956658,2021-01-11,0101000020E6100000355ED174024153C05FE26291F7704340,38.882536,-77.017728,INTERSTATE 395 INTERSTATE BN,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192955324,2021-01-27,0101000020E6100000DF967F28124153C03DDB93FD03704340,38.874871,-77.017044,397 N STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,3.0,0.0,0.0,0,0,MPD Only,0
192956228,2021-01-05,0101000020E61000009DD285D5964053C01B72EBD6226F4340,38.868243,-77.009204,2 S STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,1,1.0,0.0,1.0,0,0,MPD and DCFEMS,0
192956016,2021-01-26,0101000020E610000086EDB67F914053C0BF56ADCE766F4340,38.870806,-77.008878,SOUTH CAPITAL ST SW & POTOMAC AVE SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,1.0,0.0,0.0,1,0,MPD Only,0
192712137,2021-01-06,0101000020E6100000CA100FBFD64053C0E01991EAD16F4340,38.873547,-77.012763,1354 CANAL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,0,MPD Only,0
192713133,2021-01-30,0101000020E61000007E3CAF44C74053C059B353FC1B704340,38.875598,-77.011962,1238 CANAL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,0,0,MPD Only,0
192955492,2021-01-28,0101000020E61000001066A1E2924053C08346013E7D6F4340,38.871408,-77.009769,1501 SOUTH CAPITOL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956163,2021-01-26,0101000020E6100000D0CE0869924053C01612C1DA7A6F4340,38.870929,-77.008934,1500 SOUTH CAPITOL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956209,2021-01-01,0101000020E6100000A3C6D1DF944053C0006576D59D6F4340,38.872361,-77.009086,1500 SOUTH CAPITOL STREET SE,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192956940,2021-01-01,0101000020E610000030B26CEE944053C0A1F7D74BF46F4340,38.87493,-77.009558,1225 SOUTH CAPITOL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192956827,2021-01-15,0101000020E6100000C2DFE079944053C03AE365DDC0704340,38.880878,-77.008863,ON RAMP SOUTH CAPITOL STREET TO 395,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,0,3.0,0.0,0.0,1,0,MPD Only,0
192713111,2021-01-30,0101000020E61000009E5AEE4E434153C05B1326252A754340,38.915305,-77.019646,537 FLORIDA AVENUE NW,Ward 6,"Howard University, Le Droit Park, Cardozo/Shaw",MID-CITY,0,2.0,0.0,0.0,1,0,MPD Only,0
192955688,2021-01-16,0101000020E6100000AD906885944053C0FCFC6C713B734340,38.90021,-77.009727,800 NORTH CAPITOL STREET NW,Ward 6,"Union Station, Stanton Park, Kingman Park",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192712663,2021-01-11,0101000020E61000000F4BF74F244153C0390D0539B8744340,38.911726,-77.017708,418 WARNER STREET NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only,0
192712659,2021-01-13,0101000020E6100000E87A4211464153C0B4F7531D18754340,38.914791,-77.019899,1818 6TH STREET NW,Ward 6,"Howard University, Le Droit Park, Cardozo/Shaw",MID-CITY,0,2.0,0.0,0.0,1,0,MPD Only,0
192712158,2021-01-06,0101000020E61000005CB2DA27674153C008B1E9EAC6744340,38.912313,-77.021919,7TH STREET NW & RHODE ISLAND AVENUE NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712920,2021-01-16,0101000020E6100000FBF509DCA94153C0A0870D99E9744340,38.913371,-77.02599,1720 10TH STREET NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,3.0,0.0,0.0,0,0,MPD and DCFEMS,0
192956573,2021-01-01,0101000020E6100000F703A894154153C07CF00245AA744340,38.911391,-77.017584,1610 NEW JERSEY AVENUE NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712398,2021-01-09,0101000020E6100000FBC632161D4153C0FDCABC82D0744340,38.912634,-77.017373,NEW JERSEY AVENUE NW & R ST NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,1.0,1,0,MPD and DCFEMS,0
192713080,2021-01-30,0101000020E61000001D2AF7D14F4153C02F54FA2201754340,38.914262,-77.020456,611 S STREET NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,2.0,0.0,0.0,0,0,MPD Only,0
192712727,2021-01-06,0101000020E610000083300B0B674153C022D07161EC734340,38.905428,-77.021915,700 M STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192956958,2021-01-04,0101000020E61000003B2974B21D4153C095E6EA82D0744340,38.912413,-77.017961,424 R STREET NW,Ward 6,"Shaw, Logan Circle",NEAR NORTHWEST,0,1.0,0.0,1.0,1,0,MPD Only,0
192955503,2021-01-28,0101000020E6100000902B4F0D094153C008CAC7D167734340,38.901685,-77.015706,901 4TH STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,4.0,0.0,0.0,0,0,MPD Only,0
192955654,2021-01-16,0101000020E61000009283933E654153C0122DB63B94734340,38.902939,-77.021919,7TH STREET NW & NEW YORK AVENUE NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192956813,2021-01-15,0101000020E610000052565FC1064153C0107D18F0D4734340,38.904929,-77.016035,NEW YORK AVENUE NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192956818,2021-01-15,0101000020E61000002EB1A831464153C05663351086734340,38.902521,-77.019907,K STREET NW & 6TH STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,1,1.0,1.0,0.0,1,0,MPD and DCFEMS,0
192956949,2021-01-05,0101000020E61000000762296E094153C002B2563D39734340,38.900177,-77.016198,4TH STREET NW & MASSACHUSETTS AVENUE NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956177,2021-01-12,0101000020E6100000AF97D617674153C07ECDF94F78734340,38.901192,-77.020407,600 MASSACHUSETTS AVENUE NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192712108,2021-01-06,0101000020E610000006B6D794084153C086AA97ABCE734340,38.904785,-77.016449,EXIT 5 INTERSTATE 395 NORTHBOUND,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192712473,2021-01-08,0101000020E610000020EDBF64944053C0D469164519744340,38.907481,-77.009187,1300 NORTH CAPITOL STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,2,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192712464,2021-01-07,0101000020E6100000D8D20E1F094153C0A5D7FF7BCD734340,38.904785,-77.016449,"4999 BENNING ,APT#",Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,0,MPD Only,0
192712587,2021-01-09,0101000020E61000009380567FC74053C038AB658839734340,38.900397,-77.012171,99 H STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192956013,2021-01-26,0101000020E610000089AA351F094153C0471FB7B6CD734340,38.904786,-77.016445,1225 MORSE ST NE,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,3.0,0.0,0.0,0,0,MPD Only,0
192956849,2021-01-14,0101000020E6100000F148F8D6C84053C0BA8BF7E985734340,38.902517,-77.012256,100 BLOCK K ST NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192712683,2021-01-14,0101000020E6100000514DD27DC74053C046A9C2BB38734340,38.900397,-77.012171,99 H STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192712950,2021-01-18,0101000020E6100000A77B49BBEC4053C0108BE15F80734340,38.892039,-77.014238,INTERSTATE 395 INTERSTATE BN,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,0,1,MPD Only,0
192955418,2021-01-14,0101000020E6100000A596D37EC74053C006148D783A734340,38.900397,-77.012171,99 H STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,1.0,0.0,1.0,1,0,MPD Only,0
192955674,2021-01-16,0101000020E6100000A5C409A8054153C08F1CDBE45E734340,38.901328,-77.015672,I STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,4.0,0.0,0.0,0,0,MPD and DCFEMS,0
192956820,2021-01-15,0101000020E6100000797EEE98D34053C0FD84FB023A734340,38.9002,-77.012913,NEW JERSEY AVENUE NW & H STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192956152,2021-01-25,0101000020E61000004BDEC38B944053C04A30A70590734340,38.90285,-77.009064,1010 NORTH CAPITOL STREET NW,Ward 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",CENTRAL WASHINGTON,0,2.0,0.0,0.0,1,0,MPD Only,0
192712132,2021-01-06,0101000020E61000002E6454A1FD3D53C03FBC3B8635704340,38.876626,-76.968603,AANACOSTIA FWY NB,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,0,1,MPD Only,0
192956216,2021-01-01,0101000020E61000003A82324A2C3D53C0E2B3CF9067714340,38.886145,-76.955697,3500 MINNESOTA AVENUE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,1,0,MPD Only,0
192956515,2021-01-24,0101000020E61000009AAC3DA6A83D53C06815E3B72A714340,38.887442,-76.958911,3301 B STREET SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,1,3.0,0.0,0.0,0,1,MPD Only,0
192713244,2021-01-28,0101000020E61000000294F74C833D53C0BD93F35874704340,38.878543,-76.961137,MINNESOTA AVENUE SE & RANDLE CIRCLE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,1,0,MPD Only,0
192956582,2021-01-02,0101000020E610000029B8B9AF623C53C035479EBD756F4340,38.870773,-76.943521,ALABAMA AVENUE SE & MASSACHUSETTS AVENUE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956693,2021-01-11,0101000020E610000029B8B9AF623C53C035479EBD756F4340,38.870773,-76.943521,ALABAMA AVENUE SE & MASSACHUSETTS AVENUE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,1,2.0,0.0,0.0,1,0,MPD and DCFEMS,0
192956267,2021-01-19,0101000020E6100000D8B69656CF3D53C048AF04BA75704340,38.845163,-77.007218,INTERSTATE 295 INTERSTATE BN,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,0,0,MPD Only,0
192712147,2021-01-07,0101000020E6100000B78FDAFDBE3D53C0DDC3D4422F704340,38.876519,-76.964608,3002 MINNESOTA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,1,0,MPD Only,0
192712730,2021-01-06,0101000020E6100000E1374972E53D53C09F45257863704340,38.878028,-76.967127,ANACOSTIA FREEWAY NORTHBOUND,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,0,1,MPD Only,0
192955676,2021-01-16,0101000020E6100000D5D46C07EE3D53C00A0EAEA93B704340,38.876446,-76.964757,3000 MINNESOTA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,0,2.0,0.0,0.0,0,0,MPD Only,0
