walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,crimeid,reportdate,fromdate,todate,address,latitude,longitude,bicycle_injuries,vehicle_injuries,pedestrian_injuries,total_injuries,total_major_injuries,total_minor_injuries,bicycle_fatalities,pedestrian_fatalities,vehicle_fatalities,drivers_impaired,drivers_speeding,total_vehicles,total_bicyclists,total_pedestrians,drivers_over_65,drivers_under_25,peds_over_65,peds_under_12,bikers_over_65,bikers_under_18,oos_vehicles,num_cars,num_suvs_or_trucks,driver_tickets,bicycle_tickets,ped_tickets,persontype_array,invehicletype_array,licenseplatestate_array,intapproachdirection,locationerror,lastupdatedate,blockkey,subblockkey,geography,pp_agency_incident_id,pp_total_injuries,pp_total_minor_injuries,pp_total_major_injuries,pp_call_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195879717,28653592,2021-01-15 08:06:57+00:00,2021-01-15,1970-01-01,EXIT 10C INTERSTATE 395 SOUTHBOUND TO GEORGE WASHINGTON MEMORIAL PARKWAY,38.863236,-76.99784,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['MD', ' None']",East,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,50f5bb53b9310a7d3a6a89edc1589604,0101000020E6100000F5FAAEFACC4253C0C9DDF2DCE86F4340,,,,,1,0.00030411,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195886918,28667825,2021-01-30 01:10:41+00:00,2021-01-29,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.876755,-77.041377,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Passenger']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'DC', 'DC']",East,,2021-02-02 15:31:27+00:00,1cf76071c01c356816f030dc6c9d623f,50f5bb53b9310a7d3a6a89edc1589604,0101000020E610000016DAA647CB4253C0B0B64F64EC6F4340,,,,,1,0.00010494,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195892684,27922015,2019-01-16 02:28:21+00:00,2019-01-15,1970-01-01,INTERSTATE 395 SB AT 14TH ST BRIDGE SW,38.878387,-77.039814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,['Driver'],['Passenger Car/automobile'],['VA'],Southwest,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000A8A22B588C4253C0DE02A9406F704340,,,,,1,0.00026774,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195893140,27898896,2018-12-23 22:14:15+00:00,2018-12-23,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.88474,-77.012674,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD']",Southwest,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000A78703A7954253C0D571D1735B704340,,,,,1,0.00015199,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195897129,28704823,2021-03-08 01:25:15+00:00,2021-03-07,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.876755,-77.041377,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['NY', 'DC']",East,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000D68BECF3A54253C092859DC139704340,,,,,1,0.00033433,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195898322,26861645,2016-02-24 18:32:13+00:00,2016-02-24,1970-01-01,I-395 @ 14TH ST,38.877977,-77.039845,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Pickup Truck']","['DC', 'DC']",Southwest,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E610000090DCACA2904253C03FCDD72166704340,,,,,1,0.0002333,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195899660,27696862,2018-06-04 23:08:20+00:00,2018-06-04,1970-01-01,14TH STREET SW & INDEPENDENCE AVENUE SW,38.887568,-77.031952,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","[' None', 'MD']",Northeast,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000F99E9667C34253C03128A3B4FC6F4340,,,,,1,0.00024454,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195899797,27549984,2018-01-10 03:07:49+00:00,2018-01-09,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.876755,-77.041377,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Passenger', 'Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'VA', 'VA', 'VA', 'VA', 'VA']",Northeast,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000D68BECF3A54253C092859DC139704340,,,,,1,0.00033433,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195901288,27387888,2017-08-01 23:31:51+00:00,2017-08-01,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.876836,-77.041299,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'VA', 'VA']",Northeast,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000A28A2BADA44253C021F9866C3C704340,,,,,1,0.00015275,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,195903541,27713896,2018-06-22 00:52:43+00:00,2018-06-21,1970-01-01,INTERSTATE 395 INTERSTATE BN,38.876755,-77.041377,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,"['Passenger', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Cargo Van']","['VA', 'VA', 'MD']",Northeast,,1970-01-01 00:00:00+00:00,1cf76071c01c356816f030dc6c9d623f,5cdd0d1e62537ad23a12eff201734c4a,0101000020E6100000CAA629B1A54253C05537294D3A704340,,,,,1,0.00011464,249207.0,4,47,0,,IB,1,10,40.0,11.0,NHS Interstate,INTERSTATE 395   BN,136179,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195668313,27266916,2017-04-04 02:19:29+00:00,2017-04-03,1970-01-01,"I395 SB & 14TH STREET BRIDGE
",38.878465,-77.039675,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'VA', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000E1747355874253C088C1114D6E704340,,,,,1,0.00022819,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195673140,27988150,2019-03-23 03:04:48+00:00,2019-03-22,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'VA', 'MD']",East,,1970-01-01 00:00:00+00:00,ac70bdc40927b93f93ebcbdc87848d66,ba7e373e4c76423a071a2a3a804bd428,0101000020E6100000B73AEC79854253C03AA95FE06B704340,,,,,1,7.07e-05,249207.0,2,35,0,,OB,0,,45.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,124063,Interstate,9.12234979,-741,RAMP,['Interstate'],['124063'],['ROCHAMBEAU BRIDGE SW']
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195680569,28189964,2019-10-10 00:00:50+00:00,2019-10-09,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'VA', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E610000077F4DEE1AF4253C05FEAE84E1A704340,,,,,1,0.00015419,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195686748,28262130,2019-12-21 03:14:23+00:00,2019-12-20,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","[' None', 'NC']",East,,1970-01-01 00:00:00+00:00,ac70bdc40927b93f93ebcbdc87848d66,ba7e373e4c76423a071a2a3a804bd428,0101000020E61000001D2E5883854253C0CAEB06D16B704340,,,,,1,9.899e-05,249207.0,2,35,0,,OB,0,,45.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,124063,Interstate,9.40384895,-741,RAMP,['Interstate'],['124063'],['ROCHAMBEAU BRIDGE SW']
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195691235,27189894,2017-01-18 01:51:47+00:00,2017-01-17,1970-01-01,14TH STREET SW,38.875884,-77.042111,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Large/heavy Truck']","['NC', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E610000094B9A2C0AF4253C0F1F465931A704340,,,,,1,1.361e-05,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195695626,27583448,2018-02-11 06:24:34+00:00,2018-02-11,1970-01-01,ROCHAMBEAU BRIDGE SW,38.877861,-77.040308,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","[' None', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E61000005F8AA92B914253C04744BD005A704340,,,,,1,0.00044647,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195696292,27985034,2019-03-20 01:56:02+00:00,2019-03-19,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Passenger', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'VA', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000B1575188894253C03B8F85CB69704340,,,,,1,5.602e-05,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195701888,27195597,2017-01-23 15:30:05+00:00,2017-01-23,1970-01-01,14 TH STREET BRIDGE,38.87866,-77.039346,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Pickup Truck', 'Passenger Car/automobile']","['MD', 'DC']",Northeast,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,c56dc1220388b8e589a1f232a86186b9,0101000020E61000006C06AAFA824253C0242733A975704340,,,,,1,9.9e-05,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,6.54062273,-460,RAMP,['Interstate'],['123920'],['ROCHAMBEAU BRIDGE SW']
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195710736,27418448,2017-09-01 06:34:39+00:00,2017-08-29,1970-01-01,14TH STREET SW,38.876679,-77.041125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Other Small/light Truck']","['PA', 'VA', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000A16751D5A14253C04131B94837704340,,,,,1,6.65e-06,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195711413,27988048,2019-03-23 00:23:26+00:00,2019-03-22,1970-01-01,14TH STREET BRIDGE NORTHBOUND HOV LANE,38.876553,-77.041248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E61000004E67D5D6A34253C027D00C2533704340,,,,,1,1.566e-05,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195715780,27420538,2017-09-03 09:55:07+00:00,2017-09-03,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,2,0,2,1,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Passenger', 'Passenger', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'VA', 'VA', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000477E1615C54253C027B8253BEE6F4340,,,,,1,0.00025348,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195721516,27598580,2018-02-26 16:53:25+00:00,2018-02-26,1970-01-01,ROCHAMBEAU BRIDGE SW,38.877352,-77.0408,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E61000003BB50222994253C02EDC005D49704340,,,,,1,0.00044647,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195722328,27424932,2017-09-08 00:58:42+00:00,2017-09-07,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876786,-77.041022,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'MD', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E61000001ED76425A04253C0020AB6C53A704340,,,,,1,0.00030059,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195727437,27655775,2018-04-24 21:24:05+00:00,2018-04-24,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Suv (sport Utility Vehicle)']","['VA', 'MD']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000FD85BBCCA94253C090E2B6D826704340,,,,,1,0.00034592,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195733378,27808478,2018-09-24 08:28:42+00:00,2018-09-24,1970-01-01,ROCHAMBEAU BRIDGE SW,38.876872,-77.040767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"['Driver', 'Passenger', 'Passenger']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['NC', 'NC', 'NC']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000D03558E7914253C028D3487B58704340,,,,,1,0.00037533,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195735556,27214723,2017-02-11 21:14:36+00:00,2017-02-11,1970-01-01,14TH STREET SW,38.876379,-77.041341,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Other Vehicle']","['VA', 'Un']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E610000002DA1627A64253C052A0EC5E2E704340,,,,,1,0.00035223,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195747579,26697741,2015-09-18 03:23:01+00:00,2015-09-17,1970-01-01,I395 S/B  14TH STREET BRIDGE,38.876568,-77.041536,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Other Vehicle', 'Other Vehicle']","[' None', ' None']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000C8DE3069A54253C08D37BAE62F704340,,,,,1,0.00019418,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195760847,27093988,2016-10-14 02:16:04+00:00,2016-10-13,1970-01-01,14TH STREET SW,38.87834,-77.037171,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'VA']",East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E61000001CC7D898C74253C059F09AFFE86F4340,,,,,1,0.00031675,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
11.00,57.00,27.00,[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,195766890,27153865,2016-12-13 01:49:07+00:00,2016-12-12,1970-01-01,14TH ST BRIDGE/ HOV LANE,38.876119,-77.041843,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,['Driver'],['Passenger Car/automobile'],['VA'],East,,1970-01-01 00:00:00+00:00,384e6e861b02b48901662d3db2d2d959,ce99a31516c0c271b4086b7314fcbd9d,0101000020E6100000781E0BC7AB4253C0FB94FCC422704340,,,,,1,0.00011209,249207.0,2,51,0,,OB,0,,20.0,11.0,NHS Interstate,ROCHAMBEAU BRG SW,123920,Interstate,,,,,,
