"search_term","search_term_id","convo_group_id","tweet_id","tweet_text","tweet_place","reply_to_status","quoted_status","created_at","user_id","user_screen_name","user_location","coordinates","user_place"
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","761399871895064576","761399871895064576","Police: Pedestrian struck and killed by a hit and run driver in Md. https://t.co/ltcGUiLgkf","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2016-08-05 03:14:10+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","730953480693653506","730953480693653506","(1/2) TRAF INCIDENT: Pedestrian fatal/hit and run investigation @ Capella Ave/Shiplett Blvd in Burke area.… https://t.co/Z3EVsxwDWV","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2016-05-13 02:51:04+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","716352285337526273","716352285337526273","Man in wheelchair seriously injured in hit and run accident in Md. https://t.co/pvKwyTLha1","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2016-04-02 19:51:08+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","661613332617494528","661613332617494528","17-Year-Old Badly Hurt in Md. Hit-and-Run: A 17-year-old pedestrian was seriously injured after he was struck by a… https://t.co/6DHN4MU5QA","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-11-03 18:38:05+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","660029438755627009","660029438755627009","Hit-And-Run Driver Strikes State Trooper's Car: Maryland State Police are looking for the driver who struck a state… https://t.co/LzmotiR3lh","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-10-30 09:44:15+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","656935136261353472","656935136261353472","No Charges in Alexandria Crash That Killed Woman: The dump truck driver in a deadly hit-and-run in Alexandria… https://t.co/yMhoR17j2S","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-10-21 20:48:36+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","654519084655116288","654519084655116288","14-Year-Old Hurt in Montgomery Co. Hit-and-Run: A family is pleading for help finding a driver who hit 14-year-old… http://t.co/8QacPqjZKe","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-10-15 04:48:04+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","653930491146469376","653930491146469376","Pedestrian Killed in Hit-and-Run in Northeast D.C.: A pedestrian was killed in a hit-and-run crash in Northeast… http://t.co/oUZYTWZeJs","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-10-13 13:49:13+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","647857686101389312","647857686101389312","Driver Admits to Striking Victim with Car after Argument: A driver allegedly involved in a hit-and-run admitted to… http://t.co/J55zUh9WTO","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-09-26 19:38:03+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","642269621232406528","642269621232406528","Driver In Fatal Hit and Run Thought She Hit Animal: Docs: The driver of a construction truck believed to have… http://t.co/1OFhbbVP3S","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-09-11 09:33:05+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","637375242088792065","637375242088792065","Moped Driver Killed in Hit-and-Run Fairfax Co.: A man was found dead along I-66 in Fairfax County due to an… http://t.co/wHIowc9YOF","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-08-28 21:24:34+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","625833818553888768","625833818553888768","Pedestrian Injured in Hit-and-Run in Leesburg: Leesburg Police are investigating a hit and run that left a… http://t.co/cRCson4aCl","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-07-28 01:03:04+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","621258420348268544","621258420348268544","Police investigate deadly hit and run on Suitland Parkway: Police say a suspected drunk driver struck and killed a… http://t.co/TFGp3zOI1u","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-07-15 10:02:04+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","615679281331466240","615679281331466240","Woman Killed in Hit-and-Run Was Biking Home: A woman struck and killed by a car in Capitol Heights, Maryland,… http://t.co/lpG3LNZn1H","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-30 00:32:34+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","609313093542219776","609313093542219776","One seriously hurt in hit and run crash in SE DC: Metropolitan Police are searching for a vehicle that fled the… http://t.co/q2q9xpXHze","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-12 10:55:36+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","609304911122030592","609304911122030592","Police arrest suspected driver in deadly Suitland hit-and-run: Police arrested a driver suspected in a deadly… http://t.co/dEJa7Qtspl","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-12 10:23:05+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","609304909146501120","609304909146501120","Woman injured in hit-and-run on Interstate 295: All lanes on Interstate 295 are back open after a hit and run crash… http://t.co/6rXsyN6nVF","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-12 10:23:05+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","605842110730739712","605842110730739712","Juvenile struck by hit and run driver in DC: A juvenile male was struck by a hit and run driver in Northwest D.C.… http://t.co/mVns3P3yJd","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-02 21:03:09+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","605842098873470979","605842098873470979","Child struck in hit-and-run in Northwest DC: D.C. police are searching for a driver involved in a hit-and-run of a… http://t.co/YJqu22Z8Nv","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-06-02 21:03:07+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","597205570752413698","597205570752413698","Prince George's police investigate hit-and-run crash: Prince George's County police are investigating a hit-and-run… http://t.co/4OEbBbtl1K","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-05-10 01:04:38+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","570743391014821888","570743391014821888","New wheelchair for DC woman struck in hit-and-run accident: A young D.C. woman is moving forward after being struck… http://t.co/OtNipwiCTy","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-26 00:33:22+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","570727033828847617","570727033828847617","Esmeralda Lovos receives new wheelchair after hit and run: Teen in Wheelchair Struck By Hit-and-Run Driver finally… http://t.co/srkLUcoB2s","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-25 23:28:23+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","568595215763640321","568595215763640321","Elderly Woman Killed in Centreville Hit-And-Run: Police say an elderly woman was struck and killed by a car in… http://t.co/NhYIG09VrT","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-20 02:17:18+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","568449756315254785","568449756315254785","Police May Have Break in Tragic Hit-and-Run Crash on BW Parkway: Police say they may have a break in a horrific… http://t.co/TMjsy2RSZw","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-19 16:39:17+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","563123725617221632","563123725617221632","Warrant: Hit-And-Run Driver May Have Been Intoxicated http://t.co/QrT6UkwCOy","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-04 23:55:33+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","562324216641359872","562324216641359872","Driver sought in fatal hit-and-run on BW Parkway http://t.co/AC6wNd9EnY","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-02-02 18:58:35+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","560974702093795328","560974702093795328",".@sugeknight Hit And Run In Compton ... Victim Dead  http://t.co/rC5LYFMwC4 via @TMZ #sugeknight #hitandrun @HarveyLevinTMZ","{'id': '006898812ec2348f', 'url': 'https://api.twitter.com/1.1/geo/id/006898812ec2348f.json', 'place_type': 'city', 'name': 'Chevy Chase Village', 'full_name': 'Chevy Chase Village, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.100714, 38.963346], [-77.100714, 38.97721], [-77.069103, 38.97721], [-77.069103, 38.963346]]]}, 'attributes': {}}","","","2015-01-30 01:36:06+00:00","24167813","janjeffcoat","Washington, DC","{'type': 'Point', 'coordinates': [-77.07676149, 38.97462976]}",""
"(""hit and run"" OR ""hit-and-run"") (pedestrian OR intersection OR car OR driver OR accident OR crash)","09","560276604832595968","560276604832595968","Man Charged for Felony Hit-And-Run in November Crash http://t.co/GRU6FOC5Yj","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-01-28 03:22:06+00:00","81913437","WashingtonCP","Washington, DC","{'type': 'Point', 'coordinates': [-77.03733586, 38.90181532]}",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1341350455419387906","1341350455419387906","Closed due to an accident involving a struck pedestrian in #Wheaton on University Boulevard Both EB/WB between Georgia Ave and Elkin St #DCtraffic https://t.co/wIfGMovDIA","{'id': '0183569b04a64d1f', 'url': 'https://api.twitter.com/1.1/geo/id/0183569b04a64d1f.json', 'place_type': 'city', 'name': 'Wheaton', 'full_name': 'Wheaton, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.109128, 39.024229], [-77.109128, 39.093731], [-77.023211, 39.093731], [-77.023211, 39.024229]]]}, 'attributes': {}}","","","2020-12-22 11:50:44+00:00","62875538","TotalTrafficDC","Washington DC","{'type': 'Point', 'coordinates': [-77.05175, 39.04143]}",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1341336610495995906","1341336610495995906","Closed due to an accident involving a struck pedestrian in #Wheaton on University Boulevard Both EB/WB between Georgia Ave and Elkin St #DCtraffic https://t.co/wIfGMoe2R2","{'id': '0183569b04a64d1f', 'url': 'https://api.twitter.com/1.1/geo/id/0183569b04a64d1f.json', 'place_type': 'city', 'name': 'Wheaton', 'full_name': 'Wheaton, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.109128, 39.024229], [-77.109128, 39.093731], [-77.023211, 39.093731], [-77.023211, 39.024229]]]}, 'attributes': {}}","","","2020-12-22 10:55:43+00:00","62875538","TotalTrafficDC","Washington DC","{'type': 'Point', 'coordinates': [-77.05175, 39.04143]}",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1336365254159298561","1336365254159298561","Hey #ASAETEC20 don’t forget to hit the @fonteva virtual demo theater to watch a quick 10-minute demo and have a chance at our prize wheel and that grand prize Peloton bike! https://t.co/6N0XJZ0r4P #ASAETEC","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","","2020-12-08 17:41:19+00:00","1037725693021487106","JakeFromFonteva","Arlington, VA","",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1331714616209137665","1331714616209137665","Preemptively burning off tomorrow’s calories and thankful a car hasn’t hit me on my bike. 🙏 #bikeDC

Photo creds to the bestie @NicoleGoinesDC https://t.co/TCAV0bjqhx","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-11-25 21:41:21+00:00","60937618","WalterDeleonDC","Washington, D.C.","",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1323303507659804677","1323303507659804677","Tagging @wusa9 @NBC4ITeam for when another cyclist eventually gets struck and @DCPoliceDept are responsible for the accident","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1323302104518348802","","2020-11-02 16:38:36+00:00","600511337","Ltpietrzak","Washington, DC","",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1323302104518348802","1323302104518348802","I took this as I left Logan Hardware, walking out behind the officer who is on the front motorcycle. They were there when I entered Logan Hardware 10 minutes earlier","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1323301927493525504","","2020-11-02 16:33:02+00:00","600511337","Ltpietrzak","Washington, DC","",""
"(pedestrian OR bike OR cyclist OR biker) (hit OR clipped OR struck)","10","1323301927493525504","1323301927493525504","In a twist of events, we had 4 @DCPoliceDept motorcycles blocking the bike lane while an officer shopped at Logan Hardware today. Will you ever address this @MayorBowser @ChiefNewsham @311DCgov https://t.co/ssptX4hnth","","","","2020-11-02 16:32:19+00:00","600511337","Ltpietrzak","Washington, DC","",""
