walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,agency_id,incident_id,scrape_datetime,call_received_datetime,call_closed_datetime,fulldisplayaddress,longitude,latitude,incident_type,unit,unit_status_transport,transport_unit_is_amr,transport_unit_is_non_amr,unit_json,num_units_responding,geography,unit_ids,agency_incident_id,crash_objectid,crash_geo,crash_total_injuries,crash_total_major_injuries,crash_total_minor_injuries,crash_total_fatalities,crash_bike_injuries,crash_car_injuries,crash_ped_injuries,injuries_mismatch,distance_to_crash,time_between_crash_and_report,crash_intersection_id,crash_block_objectid,crash_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names,national_park
72.00,46.00,61.00,[None],,,,,,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,913408559,2021-03-24 14:50:01+00:00,2021-03-24 06:21:59+00:00,2021-03-24 06:32:45+00:00,"2500 ALABAMA AVE SE, WASHINGTON, DC",-76.9699630000,38.8568760000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E610000020D5B0DF133E53C0185DDE1CAE6D4340,"['""A32""', '""E32""']",EMS1205913408559,197382811,0101000020E610000048614B080A3E53C0506D8615C46D4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,90.8791831,0 days 02:00:23.000000000,,136107,1,0.63528265,15051.0,4,52,1,Yes,BD,2,6,25.0,16.0,,ALABAMA AVE SE,136107,Minor Arterial,1.01845728,17534,REGULAR,['Minor Arterial'],"['124368', '135899', '136107']","['25TH STREET SE', 'ALABAMA AVENUE SE']",0
72.00,46.00,65.00,[None],,,,,,8E,Cluster 38,"Douglas, Shipley Terrace",8E02,Ward 8,007403,FAR SOUTHEAST AND SOUTHWEST,EMS1205,863449815,2021-01-13 05:10:02+00:00,2021-01-12 23:17:07+00:00,2021-01-12 23:23:16+00:00,"ALABAMA AVE SE & 21ST ST SE, WASHINGTON, DC",-76.9751830000,38.8507140000,TC,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E61000005F27F565693E53C0EB1F4432E46C4340,"['""E32""']",EMS1205863449815,,,,,,,,,,1,,,,,1,0.86311325,17826.0,2,45,1,Yes,BD,2,6,25.0,16.0,,ALABAMA AVE SE,135093,Minor Arterial,0.86716283,7261,REGULAR,"['Local', 'Minor Arterial']","['123898', '123902', '124735', '135093']","['21ST STREET SE', 'ALABAMA AVENUE SE', 'BRUCE PLACE SE']",0
72.00,46.00,65.00,[None],,,,,,8E,Cluster 38,"Douglas, Shipley Terrace",8E02,Ward 8,007403,FAR SOUTHEAST AND SOUTHWEST,EMS1205,866293073,2021-01-17 10:10:02+00:00,2021-01-17 01:34:28+00:00,2021-01-17 01:41:02+00:00,"2000- ALABAMA AVE SE, WASHINGTON, DC",-76.9757030000,38.8505340000,TC,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E32', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000FBE6FEEA713E53C06B11514CDE6C4340,"['""E32""']",EMS1205866293073,197358157,0101000020E6100000F12B06A4743E53C006D40449DC6C4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.95677466,0 days 00:38:36.000000000,,135093,1,0.89690698,17826.0,2,45,1,Yes,BD,2,6,25.0,16.0,,ALABAMA AVE SE,135093,Minor Arterial,49.50385407,7261,REGULAR,"['Local', 'Minor Arterial']","['123898', '123902', '124735', '135093']","['21ST STREET SE', 'ALABAMA AVENUE SE', 'BRUCE PLACE SE']",0
72.00,50.00,66.00,['Ketcham Elementary School'],1.0,0.0,0.0,1.0,0.0,8A,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",8A02,Ward 8,007605,FAR NORTHEAST AND SOUTHEAST,EMS1205,871713727,2021-01-25 12:30:01+00:00,2021-01-25 03:09:58+00:00,2021-01-25 03:22:27+00:00,"16TH ST SE & T ST SE, WASHINGTON, DC",-76.9822250000,38.8672660000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E610000012143FC6DC3E53C064778192026F4340,"['""A32""', '""E19""']",EMS1205871713727,,,,,,,,,,1,,,,,1,0.18522335,,1,30,2,,IB,2,7,20.0,19.0,,16TH ST SE,137220,Local,0.92730505,13849,REGULAR,['Local'],"['135652', '136140', '136604', '137220']","['16TH STREET SE', 'T STREET SE']",0
72.00,51.00,59.00,['Stanton Elementary School'],1.0,0.0,0.0,1.0,0.0,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,892731580,2021-02-24 14:50:01+00:00,2021-02-24 03:26:24+00:00,2021-02-24 03:40:44+00:00,"GOOD HOPE RD SE & NAYLOR RD SE, WASHINGTON, DC",-76.9687690000,38.8606640000,TC,"[{'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E61000003B18B14F003E53C01A6CEA3C2A6E4340,"['""E19""']",EMS1205892731580,197372736,0101000020E6100000EB3D028DF63D53C0ADFF50461C6E4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,70.08175561,0 days 01:16:32.000000000,12742,135573,1,0.40243533,13857.0,4,41,0,Yes,BD,2,9,20.0,16.0,,GOOD HOPE RD SE,135573,Minor Arterial,0.92623793,13621,REGULAR,['Minor Arterial'],['135573'],"['GOOD HOPE ROAD SE', 'NAYLOR ROAD SE']",0
72.00,51.00,59.00,['Stanton Elementary School'],1.0,0.0,0.0,1.0,0.0,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,893855933,2021-02-26 01:40:02+00:00,2021-02-25 20:27:54+00:00,2021-02-25 21:01:48+00:00,"GOOD HOPE RD SE & NAYLOR RD SE, WASHINGTON, DC",-76.9687690000,38.8606640000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E32', 'PulsePointDispatchStatus': 'OS'}]",2,0101000020E61000003B18B14F003E53C01A6CEA3C2A6E4340,"['""A19""', '""E32""']",EMS1205893855933,,,,,,,,,,1,,,,,1,0.40243533,13857.0,4,41,0,Yes,BD,2,9,20.0,16.0,,GOOD HOPE RD SE,135573,Minor Arterial,0.92623793,13621,REGULAR,['Minor Arterial'],['135573'],"['GOOD HOPE ROAD SE', 'NAYLOR ROAD SE']",0
72.00,51.00,59.00,[None],,,,,,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,858947161,2021-01-06 12:20:02+00:00,2021-01-06 03:50:51+00:00,2021-01-06 04:10:47+00:00,"25TH ST SE & GOOD HOPE RD SE, WASHINGTON, DC",-76.9693730000,38.8612230000,TC,"[{'UnitID': 'A15', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-06T04:10:47Z'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-06T04:00:10Z'}]",0,0,0,"[{'UnitID': 'A15', 'UnitClearedDateTime': '2021-01-06T04:10:47Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E19', 'UnitClearedDateTime': '2021-01-06T04:00:10Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E610000007280D350A3E53C011C8258E3C6E4340,"['""A15""', '""E19""']",EMS1205858947161,,,,,,,,,,1,,,,,1,0.36911811,13857.0,4,41,0,Yes,BD,2,9,20.0,16.0,,GOOD HOPE RD SE,135573,Minor Arterial,0.8598186,13620,REGULAR,['Minor Arterial'],"['124372', '124753', '135573', '137167']","['25TH STREET SE', 'GOOD HOPE ROAD SE']",0
72.00,51.00,59.00,[None],,,,,,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,900407536,2021-03-07 03:50:01+00:00,2021-03-06 22:49:52+00:00,2021-03-06 23:08:59+00:00,"25TH ST SE & GOOD HOPE RD SE, WASHINGTON, DC",-76.9693730000,38.8612230000,TC,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A32', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000007280D350A3E53C011C8258E3C6E4340,"['""A32""', '""E19""']",EMS1205900407536,197375441,0101000020E61000008E60C5240C3E53C0C5F5E13F406E4340,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0,16.18246943,0 days 00:45:56.000000000,,137167,1,0.36911811,13857.0,4,41,0,Yes,BD,2,9,20.0,16.0,,GOOD HOPE RD SE,135573,Minor Arterial,0.8598186,13620,REGULAR,['Minor Arterial'],"['124372', '124753', '135573', '137167']","['25TH STREET SE', 'GOOD HOPE ROAD SE']",0
72.00,51.00,59.00,[None],,,,,,8B,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",8B02,Ward 8,007502,FAR SOUTHEAST AND SOUTHWEST,EMS1205,911332907,2021-03-21 20:50:01+00:00,2021-03-21 15:16:20+00:00,2021-03-21 17:09:13+00:00,"2320 24TH ST SE, STE 1507, WASHINGTON, DC",-76.9713680000,38.8613710000,TC,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E19', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-21T15:27:06Z'}]",0,0,0,"[{'UnitID': 'A19', 'PulsePointDispatchStatus': 'OS'}, {'UnitID': 'E19', 'UnitClearedDateTime': '2021-03-21T15:27:06Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E61000006118B0E42A3E53C0855CA967416E4340,"['""A19""', '""E19""']",EMS1205911332907,,,,,,,,,,1,,,,,1,30.09944564,,2,34,2,,BD,2,6,20.0,19.0,,24TH ST SE,136885,Local,,,,,,,0
72.00,54.00,59.00,[None],,,,,,5D,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",5D03,Ward 5,008903,UPPER NORTHEAST,EMS1205,848345287,2020-12-23 05:30:01+00:00,2020-12-23 00:08:13+00:00,2020-12-23 00:36:15+00:00,"1100 21ST ST NE, WASHINGTON, DC",-76.9744630000,38.9043250000,TC,"[{'UnitID': 'A03', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T00:36:14Z'}, {'UnitID': 'E08', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-23T00:30:17Z'}]",0,0,0,"[{'UnitID': 'A03', 'UnitClearedDateTime': '2020-12-23T00:36:14Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E08', 'UnitClearedDateTime': '2020-12-23T00:30:17Z', 'PulsePointDispatchStatus': 'AR'}]",2,0101000020E61000005F0A0F9A5D3E53C044FAEDEBC0734340,"['""A03""', '""E08""']",EMS1205848345287,197350129,0101000020E61000003997D66C5A3E53C04E72CAB6EB734340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,145.94736013,0 days 02:03:33.000000000,16486,131867,1,25.28521166,,2,35,2,,BD,2,7,20.0,19.0,,21ST ST NE,131342,Local,53.65952911,16799,REGULAR,"['Collector', 'Local']","['131082', '131342', '131538', '132658']","['21ST STREET NE', 'MARYLAND AVENUE NE']",0
72.00,55.00,50.00,[None],,,,,,3F,Cluster 10,"Hawthorne, Barnaby Woods, Chevy Chase",3F05,Ward 3,001402,ROCK CREEK WEST,EMS1205,888867818,2021-02-18 23:20:01+00:00,2021-02-18 18:01:17+00:00,2021-02-18 18:11:05+00:00,"NEVADA AVE NW & NEBRASKA AVE NW, WASHINGTON, DC",-77.0675430000,38.9593880000,TC,"[{'UnitID': 'A20', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E31', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A20', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E31', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E6100000B804E09F524453C06116DA39CD7A4340,"['""A20""', '""E31""']",EMS1205888867818,197369616,0101000020E6100000758A22D24B4453C0F5C730A5C47A4340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,46.26685733,0 days 00:45:38.000000000,,128290,1,0.54822314,4059.0,2,33,2,Yes,BD,2,5,25.0,17.0,,NEVADA AVE NW,128290,Collector,0.91559847,18688,REGULAR,"['Collector', 'Principal Arterial']","['127420', '128188', '128290', '129549']","['NEBRASKA AVENUE NW', 'NEVADA AVENUE NW']",0
72.00,56.00,59.00,[None],,,,,,4A,Cluster 16,"Colonial Village, Shepherd Park, North Portal Estates",4A02,Ward 4,001600,ROCK CREEK EAST,EMS1205,897545092,2021-03-03 04:10:02+00:00,2021-03-02 23:05:38+00:00,2021-03-02 23:23:54+00:00,"16TH ST NW & JONQUIL ST NW, WASHINGTON, DC",-77.0363400000,38.9841550000,TC,"[{'UnitID': 'A22', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E22', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A22', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E22', 'PulsePointDispatchStatus': 'ER'}]",2,0101000020E610000058E20165534253C0F29881CAF87D4340,"['""A22""', '""E22""']",EMS1205897545092,,,,,,,,,,1,,,,,1,0.1601403,33465.0,4,50,0,,BD,2,6,30.0,14.0,NHS Non-Interstate,16TH ST NW,128319,Principal Arterial,0.86270543,17690,REGULAR,"['Local', 'Principal Arterial']","['127304', '128319', '128413', '128443']","['16TH STREET NW', 'JONQUIL STREET NW']",0
72.00,61.00,60.00,[None],,,,,,4B,Cluster 17,"Takoma, Brightwood, Manor Park",4B06,Ward 4,001902,ROCK CREEK EAST,EMS1205,915817050,2021-03-27 15:30:02+00:00,2021-03-27 06:43:18+00:00,2021-03-27 06:51:17+00:00,"6011 BLAIR RD NW, WASHINGTON, DC",-77.0109490000,38.9632080000,TC,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A26', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E6100000213B6F63B34053C06F9F55664A7B4340,"['""A26""', '""E14""']",EMS1205915817050,197382009,0101000020E6100000196186EAB74053C028CC6BB7477B4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.61861595,0 days 02:07:53.000000000,,128699,1,25.60338601,11120.0,3,38,1,Yes,BD,2,5,30.0,16.0,,BLAIR RD NW,128699,Minor Arterial,55.52282685,11561,REGULAR,"['Local', 'Minor Arterial']","['126575', '128699', '131133', '131248']","['BLAIR ROAD NW', 'PEABODY STREET NW']",0
72.00,67.00,64.00,[None],,,,,,5B,Cluster 22,"Brookland, Brentwood, Langdon",5B03,Ward 5,009301,UPPER NORTHEAST,EMS1205,854095643,2020-12-30 12:00:00+00:00,2020-12-30 02:25:23+00:00,2020-12-30 04:48:52+00:00,"1709 MONROE ST NE, WASHINGTON, DC",-76.9806460000,38.9328700000,TC,"[{'UnitID': 'A14', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T03:44:47Z'}, {'UnitID': 'AMR252', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T04:48:52Z'}, {'UnitID': 'E10', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2020-12-30T02:58:13Z'}]",1,1,0,"[{'UnitID': 'A14', 'UnitClearedDateTime': '2020-12-30T03:44:47Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'AMR252', 'UnitClearedDateTime': '2020-12-30T04:48:52Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E10', 'UnitClearedDateTime': '2020-12-30T02:58:13Z', 'PulsePointDispatchStatus': 'AR'}]",3,0101000020E610000001BD70E7C23E53C0B3B5BE4868774340,"['""A14""', '""AMR252""', '""E10""']",EMS1205854095643,197352994,0101000020E61000009E77ADAAC83E53C05FD2742C6E774340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,36.44455854,0 days 02:00:42.000000000,,130451,1,21.76823407,9710.0,2,30,1,Yes,BD,2,6,25.0,16.0,,MONROE ST NE,130451,Minor Arterial,49.88427274,16411,REGULAR,"['Local', 'Minor Arterial']","['130451', '132290', '134034', '134776']","['17TH STREET NE', 'MONROE STREET NE']",0
72.00,67.00,64.00,[None],,,,,,5B,Cluster 22,"Brookland, Brentwood, Langdon",5B03,Ward 5,009301,UPPER NORTHEAST,EMS1205,862564894,2021-01-11 23:00:02+00:00,2021-01-11 17:41:37+00:00,2021-01-11 17:47:13+00:00,"17TH ST NE & MONROE ST NE, WASHINGTON, DC",-76.9811760000,38.9330330000,TC,"[{'UnitID': 'E17', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E17', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000B0E76B96CB3E53C05D8B16A06D774340,"['""E17""']",EMS1205862564894,197357931,0101000020E6100000F02CC29FCB3E53C00C8975E46D774340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.92517672,0 days 01:00:26.000000000,16411,132290,1,0.10636572,,2,32,2,,BD,2,6,20.0,19.0,,17TH ST NE,134034,Local,0.92224694,16411,REGULAR,"['Local', 'Minor Arterial']","['130451', '132290', '134034', '134776']","['17TH STREET NE', 'MONROE STREET NE']",0
72.00,67.00,64.00,[None],,,,,,5B,Cluster 22,"Brookland, Brentwood, Langdon",5B03,Ward 5,009301,UPPER NORTHEAST,EMS1205,875466758,2021-01-30 21:50:02+00:00,2021-01-30 17:11:56+00:00,2021-01-30 17:20:47+00:00,"17TH ST NE & LAWRENCE ST NE, WASHINGTON, DC",-76.9811000000,38.9320450000,TC,"[{'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E26', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E6100000C286A757CA3E53C03EB324404D774340,"['""E26""']",EMS1205875466758,197363633,0101000020E6100000BDA93B42C93E53C07F94A29B4D774340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.86157157,0 days 00:26:04.000000000,16410,134021,1,0.17103838,,2,32,2,,BD,2,6,20.0,19.0,,17TH ST NE,132023,Local,0.88969598,16410,REGULAR,['Local'],"['131390', '132023', '134021', '134034']","['17TH STREET NE', 'LAWRENCE STREET NE']",0
72.00,69.00,57.00,[None],,,,,,4B,Cluster 17,"Takoma, Brightwood, Manor Park",4B06,Ward 4,001902,ROCK CREEK EAST,EMS1205,902306870,2021-03-09 22:10:02+00:00,2021-03-09 16:58:59+00:00,2021-03-09 17:11:52+00:00,"3RD ST NW & MADISON ST NW, WASHINGTON, DC",-77.0161670000,38.9589910000,TC,"[{'UnitID': 'A11', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'A14', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-03-09T17:01:20Z'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A11', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'A14', 'UnitClearedDateTime': '2021-03-09T17:01:20Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",3,0101000020E6100000901150E1084153C044149337C07A4340,"['""A11""', '""A14""', '""E14""']",EMS1205902306870,197381969,0101000020E6100000DB44E8EA084153C0D4B3DD02B87A4340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.8014478,0 days 01:08:56.000000000,16771,125197,1,0.19108834,3013.0,2,41,2,Yes,BD,1,6,25.0,17.0,,3RD ST NW,126825,Collector,27.80157726,16771,REGULAR,"['Collector', 'Local']","['125197', '126220', '126825', '129327']","['3RD STREET NW', 'MADISON STREET NW']",0
72.00,69.00,72.00,[None],,,,,,5E,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",5E08,Ward 5,003301,MID-CITY,EMS1205,874291052,2021-01-29 04:00:01+00:00,2021-01-28 22:43:54+00:00,2021-01-28 23:24:21+00:00,"58 ADAMS ST NW, WASHINGTON, DC",-77.0110870000,38.9200060000,TC,"[{'UnitID': 'E04', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'E04', 'PulsePointDispatchStatus': 'DP'}]",1,0101000020E61000004A9A3FA6B54053C0D80FB1C1C2754340,"['""E04""']",EMS1205874291052,197363568,0101000020E610000091C9CE36B44053C0B9B3C773CA754340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.15633972,0 days 03:39:53.000000000,,127308,1,26.04873022,,2,32,2,,BD,2,6,10.0,19.0,,ADAMS ST NW,127308,Local,,,,,,,0
72.00,70.00,66.00,[None],,,,,,5B,Cluster 22,"Brookland, Brentwood, Langdon",5B03,Ward 5,009301,UPPER NORTHEAST,EMS1205,911146507,2021-03-21 15:00:04+00:00,2021-03-21 06:10:35+00:00,2021-03-21 06:30:12+00:00,"16TH ST NE & MONROE ST NE, WASHINGTON, DC",-76.9827200000,38.9329540000,TC,"[{'UnitID': 'A06', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E17', 'PulsePointDispatchStatus': 'DP'}]",0,0,0,"[{'UnitID': 'A06', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'E17', 'PulsePointDispatchStatus': 'DP'}]",2,0101000020E610000002486DE2E43E53C0115663096B774340,"['""A06""', '""E17""']",EMS1205911146507,197382121,0101000020E6100000AB541A25E63E53C08D940C2E6B774340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.68824313,0 days 01:44:20.000000000,13359,129973,1,0.1037259,,2,32,2,,BD,2,6,20.0,19.0,,16TH ST NE,131732,Local,0.88736228,13359,REGULAR,"['Local', 'Minor Arterial']","['129973', '131732', '132290', '133851']","['16TH STREET NE', 'MONROE STREET NE']",0
72.00,81.00,63.00,[None],,,,,,4C,Cluster 18,"Brightwood Park, Crestwood, Petworth",4C02,Ward 4,002002,ROCK CREEK EAST,EMS1205,856637911,2021-01-03 00:30:02+00:00,2021-01-02 19:55:43+00:00,2021-01-02 22:01:55+00:00,"COLORADO AVE NW & 16TH ST NW, WASHINGTON, DC",-77.0364150000,38.9525350000,TC,"[{'UnitID': 'AMR219', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-02T22:01:55Z'}, {'UnitID': 'E24', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-02T20:26:31Z'}, {'UnitID': 'M24', 'PulsePointDispatchStatus': 'AR', 'UnitClearedDateTime': '2021-01-02T20:45:15Z'}]",1,1,0,"[{'UnitID': 'AMR219', 'UnitClearedDateTime': '2021-01-02T22:01:55Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'E24', 'UnitClearedDateTime': '2021-01-02T20:26:31Z', 'PulsePointDispatchStatus': 'AR'}, {'UnitID': 'M24', 'UnitClearedDateTime': '2021-01-02T20:45:15Z', 'PulsePointDispatchStatus': 'AR'}]",3,0101000020E61000005E85949F544253C0CEA5B8AAEC794340,"['""AMR219""', '""E24""', '""M24""']",EMS1205856637911,197352136,0101000020E6100000C0A79EA8544253C0DE99A3F4EC794340,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.99590565,0 days 01:38:47.000000000,16137,127786,1,0.19003838,32473.0,5,51,0,Yes,BD,2,7,30.0,14.0,NHS Non-Interstate,16TH ST NW,126663,Principal Arterial,0.86437386,16137,REGULAR,"['Collector', 'Principal Arterial']","['125571', '126663', '127024', '127786']","['16TH STREET NW', 'COLORADO AVENUE NW']",0
72.00,85.00,70.00,[None],,,,,,5E,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",5E09,Ward 5,002302,MID-CITY,EMS1205,884825115,2021-02-13 16:30:01+00:00,2021-02-13 06:09:45+00:00,2021-02-13 06:22:09+00:00,"KENYON ST NW & PARK PL NW, WASHINGTON, DC",-77.0182770000,38.9305560000,TC,"[{'UnitID': 'A04', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",0,0,0,"[{'UnitID': 'A04', 'PulsePointDispatchStatus': 'DP'}, {'UnitID': 'A32', 'PulsePointDispatchStatus': 'ER'}, {'UnitID': 'E14', 'PulsePointDispatchStatus': 'ER'}]",3,0101000020E610000037514B732B4153C05D8C81751C774340,"['""A04""', '""A32""', '""E14""']",EMS1205884825115,197367334,0101000020E6100000B38B0B17294153C012562B791D774340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.95598105,0 days 00:26:44.000000000,,127441,1,0.01027115,9362.0,3,43,1,,BD,2,6,25.0,16.0,,PARK PL NW,134784,Minor Arterial,0.86584439,18870,REGULAR,['Minor Arterial'],"['127441', '128976', '130484', '134784']","['KENYON STREET NW', 'PARK PLACE NW']",0
